m_a_GeV,g_agg_GeV_inv,sqrt_s_GeV,ell_a_m,dtheta_min_rad,dtheta_min_deg,is_resolved,signature
0.05242809477210838,2.0551766735899143e-08,91.2,566926018.134025,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.248823170164092e-08,91.2,473493583.6006288,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.4607157699163296e-08,91.2,395459313.10205513,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.6925736894969312e-08,91.2,330285506.9965548,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.946278136632423e-08,91.2,275852692.0917892,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.2238875735356674e-08,91.2,230390695.69310793,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.527654418491975e-08,91.2,192421079.0166671,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.860043321131745e-08,91.2,160709057.88339055,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.2237511596681054e-08,91.2,134223347.1392697,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.621728922349764e-08,91.2,112102622.92957504,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,5.0572056506668873e-08,91.2,93627512.16933188,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,5.533714638576026e-08,91.2,78197198.29861096,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,6.055122100314914e-08,91.2,65309882.53424125,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,6.625658539406892e-08,91.2,54546465.21155657,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,7.249953073371101e-08,91.2,45556916.528147735,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,7.933070992636506e-08,91.2,38048893.46180581,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,8.68055485839824e-08,91.2,31778232.681164093,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,9.498469472869089e-08,91.2,26541010.275421586,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.0393451086797692e-07,91.2,22166910.083000477,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.1372761243504492e-07,91.2,18513684.955047287,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.244434569630598e-07,91.2,15462530.832278762,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.3616898877360868e-07,91.2,12914223.198660862,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.4899934441013796e-07,91.2,10785890.268149111,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.6303862453999334e-07,91.2,9008317.967480743,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.7840073858797664e-07,91.2,7523699.072191828,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.952103289544644e-07,91.2,6283753.297035409,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.136037823168436e-07,91.2,5248157.205535355,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.3373033621957811e-07,91.2,4383232.878828528,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.557532899313709e-07,91.2,3660852.6988824257,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.7985132939384746e-07,91.2,3057524.6292860773,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.0621997701190533e-07,91.2,2553628.2466499866,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.350731780487785e-07,91.2,2132776.678110128,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.6664503649722095e-07,91.2,1781283.6949379046,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.011917145110291e-07,91.2,1487718.631968171,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.389935108081548e-07,91.2,1242534.658681868,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.803571349088049e-07,91.2,1037758.3131987716,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,5.256181956608318e-07,91.2,866730.2027257896,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,5.751439242433617e-07,91.2,723888.4379557873,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,6.293361537421076e-07,91.2,604587.7586336422,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,6.886345794714897e-07,91.2,504948.4681947308,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,7.535203264966113e-07,91.2,421730.2647814778,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,8.245198533006114e-07,91.2,352226.86558198486,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,9.022092232702599e-07,91.2,294177.9976402562,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,9.872187786570593e-07,91.2,245695.89305074414,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.080238254936561e-06,91.2,205203.89813728887,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.1820223770619243e-06,91.2,171385.20016711068,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.2933969830175757e-06,91.2,143140.00417608637,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.4152657243572029e-06,91.2,119549.76728184213,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.5486173980916918e-06,91.2,99847.32737300193,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.6945339694151947e-06,91.2,83391.95474992479,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.8541993503627166e-06,91.2,69648.51538824342,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.028909005625913e-06,91.2,58170.06820781804,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.220080463465091e-06,91.2,48583.33040467617,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.429264816998964e-06,91.2,40576.538173848894,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.6581593091892923e-06,91.2,33889.30804989326,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.908621103630263e-06,91.2,28304.169152624905,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.1826823528735514e-06,91.2,23639.490963962882,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.482566686547826e-06,91.2,19743.576644907724,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.8107072530510203e-06,91.2,16489.729805416988,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.169766461198885e-06,91.2,13772.134296943033,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.56265758200615e-06,91.2,11502.413037157608,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.9925683858689426e-06,91.2,9606.753958734,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,5.462987006931703e-06,91.2,8023.509617113991,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,5.977730244492257e-06,91.2,6701.192395730318,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,6.540974531071987e-06,91.2,5596.800112111821,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,7.157289818414426e-06,91.2,4674.41757304165,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,7.831676656350356e-06,91.2,3904.0486008917046,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,8.569606765373494e-06,91.2,3260.6405482526775,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,9.377067432117182e-06,91.2,2723.26957776118,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.0260610087940301e-05,91.2,2274.4602121610033,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.1227403464770842e-05,91.2,1899.617026147068,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.2285291759493421e-05,91.2,1586.549998427674,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.3442858278804877e-05,91.2,1325.078088300923,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.4709495080927893e-05,91.2,1106.698144927879,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.6095479179229906e-05,91.2,924.308382125068,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.761205592603396e-05,91.2,771.9774259875858,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,1.927153025316691e-05,91.2,644.7514246968965,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.108736650953627e-05,91.2,538.4929476621264,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.3074297705779573e-05,91.2,449.7464349429961,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.5248445052357275e-05,91.2,375.625821326165,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,2.7627448760974847e-05,91.2,313.72068055378656,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.0230611170608592e-05,91.2,262.01783748426163,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.307905335940545e-05,91.2,218.83589898740578,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.619588651314594e-05,91.2,182.7705744976343,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,3.960639944069097e-05,91.2,152.6490080318936,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.333826375784011e-05,91.2,127.49163653486637,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,4.742175840438755e-05,91.2,106.48033417251186,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,5.189001531602136e-05,91.2,88.93180661610779,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,5.6779288244355975e-05,91.2,74.27537009032497,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,6.212924690620147e-05,91.2,62.03439255281566,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,6.798329884868617e-05,91.2,51.81079346648856,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,7.438894164172547e-05,91.2,43.27209809206547,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,8.139814825539271e-05,91.2,36.14062530234108,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,8.9067788749e-05,91.2,30.184457302376913,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,9.746009169331356e-05,91.2,25.209897588019683,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.00010664314906971048,91.2,21.055171873121406,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.00011669146874283843,91.2,17.585167137583312,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.00012768657898933362,91.2,14.687037708369685,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.0001397176899875119,91.2,12.266535481829797,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.00015288241763511528,91.2,10.244944944973014,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.0001672875755678967,91.2,8.556523321601395,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.000183050041805179,91.2,7.146362596026786,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.00020029770705403224,91.2,5.968603886693131,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.00021917051236624096,91.2,4.98494610055955,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.00023982158456722815,91.2,4.163400369202887,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.00026241847866937453,91.2,3.4772497605005133,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.000287144537350201,91.2,2.90418043538193,0.0022994770809624965,0.13175033182621335,False,invisible
0.05242809477210838,0.0003142003785257203,91.2,2.4255559945861114,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.00034380552308855135,91.2,2.025811416947619,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.00037620017601766256,91.2,1.6919468798887134,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.00041164717531099306,91.2,1.4131050009968233,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0004504341245538483,91.2,1.1802177524471535,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0004928757264259383,91.2,0.9857115658134651,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0005393163360802511,91.2,0.8232610371804547,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0005901327551109009,91.2,0.6875832229685935,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0006457372887791818,91.2,0.5742658369051995,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0007065810913029695,91.2,0.47962376105196586,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.00077315782635192,91.2,0.4005792045811865,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.000846007672448331,91.2,0.33456161302548476,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0009257217057719612,91.2,0.2794240730175729,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0010129466959292726,91.2,0.23337349397518023,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0011083903535981105,91.2,0.19491229621707765,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.001212827072625273,91.2,0.16278970918888658,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0013271042131661687,91.2,0.13596109600129103,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0014521489768455655,91.2,0.11355398150151812,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0015889759297219475,91.2,0.0948396791000025,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0017386952340939068,91.2,0.0792095936475041,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0019025216559384005,91.2,0.06615542972458857,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0020817844210638168,91.2,0.05525266171066723,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0022779379999469094,91.2,0.046146728073912915,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.002492573908757802,91.2,0.03854150091590109,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0027274336223220073,91.2,0.03218965579685679,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0029844227037904665,91.2,0.026884628665113177,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0032656262656603936,91.2,0.02245389832753661,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0035733258875917527,91.2,0.018753376004690635,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.003910018128284258,91.2,0.015662719517261274,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0042784347816132405,91.2,0.013081419719576683,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.004681565041374952,91.2,0.010925531909777337,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.005122679754477871,91.2,0.009124945921039917,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.005605357959361034,91.2,0.007621106116342846,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.00613351592496231,91.2,0.006365107140266689,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.006711438925847782,91.2,0.005316103501064441,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.007343816011313532,91.2,0.004439981262097911,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.008035778050563503,91.2,0.003708248645616714,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.008792939362647292,91.2,0.0030971094709577054,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.009621443268927802,91.2,0.0025866892950757656,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.010528011937674229,91.2,0.002160389089246663,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.011520000925200337,91.2,0.0018043454333000358,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.012605458856074806,91.2,0.001506979672724576,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.013793192726625712,91.2,0.0012586213770894048,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.015092839361587698,91.2,0.0010511938545278308,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.01651494360366395,91.2,0.0008779514951131969,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.018071043870403283,91.2,0.0007332604014487137,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.01977376577256911,91.2,0.0006124151725072325,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.02163692455358423,91.2,0.0005114858824724001,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.023675637181205963,91.2,0.00042719027828377524,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.025906445000902348,91.2,0.00035678703970879556,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.02834744794609123,91.2,0.0002979866307247857,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.03101845139417473,91.2,0.0002488768430691433,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0339411268599031,91.2,0.00020786061060997383,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.03713918782987275,91.2,0.00017360407224045255,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.04063858216481469,91.2,0.00014499319428546895,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.04446770263075118,91.2,0.00012109754176725493,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.04865761726719257,91.2,0.0001011400203598507,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.05324232146149455,91.2,8.447160503101971e-05,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.05825901377461091,91.2,7.055023353890056e-05,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.06374839775619046,91.2,5.8923178393089714e-05,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.06975501219782895,91.2,4.92123240106567e-05,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.07632759250402892,91.2,4.1101870275448235e-05,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.08351946611289428,91.2,3.4328062616468685e-05,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.0913889851748525,91.2,2.8670614624174758e-05,0.0022994770809624965,0.13175033182621335,False,merged
0.05242809477210838,0.1,91.2,2.3945544265396093e-05,0.0022994770809624965,0.13175033182621335,False,merged
0.05512759518722376,1e-08,91.2,1958866366.7029994,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.0942237711543928e-08,91.2,1636034731.3353913,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.1973256613593385e-08,91.2,1366407473.0328462,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.3101422004725428e-08,91.2,1141216226.4037204,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.4335887393495772e-08,91.2,953137699.4861083,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.5686668766555662e-08,91.2,796055517.9315187,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.7164725854590364e-08,91.2,664861318.5386382,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.8782051055441137e-08,91.2,555288623.6346211,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.0551766735899143e-08,91.2,463774093.8452736,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.248823170164092e-08,91.2,387341647.1494866,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.4607157699163296e-08,91.2,323505675.7321414,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.6925736894969312e-08,91.2,270190213.21639484,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.946278136632423e-08,91.2,225661423.56762415,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,3.2238875735356674e-08,91.2,188471216.18643627,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,3.527654418491975e-08,91.2,157410153.5353907,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,3.860043321131745e-08,91.2,131468119.84024526,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,4.2237511596681054e-08,91.2,109801471.79923265,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,4.621728922349764e-08,91.2,91705603.03081946,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,5.0572056506668873e-08,91.2,76592030.04695044,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,5.533714638576026e-08,91.2,63969254.580240466,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,6.055122100314914e-08,91.2,53426779.90181511,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,6.625658539406892e-08,91.2,44621761.335307,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,7.249953073371101e-08,91.2,37267856.83741835,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,7.933070992636506e-08,91.2,31125915.062329516,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,8.68055485839824e-08,91.2,25996198.082810506,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,9.498469472869089e-08,91.2,21711885.848413832,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.0393451086797692e-07,91.2,18133651.14363624,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.1372761243504492e-07,91.2,15145128.621939711,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.244434569630598e-07,91.2,12649130.567155214,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.3616898877360868e-07,91.2,10564486.317610929,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.4899934441013796e-07,91.2,8823402.570038429,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.6303862453999334e-07,91.2,7369258.719487473,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.7840073858797664e-07,91.2,6154765.538993835,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.952103289544644e-07,91.2,5140427.318668062,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.136037823168436e-07,91.2,4293257.452472923,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.3373033621957811e-07,91.2,3585705.703157438,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.557532899313709e-07,91.2,2994762.2596566877,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.7985132939384746e-07,91.2,2501209.45061571,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,3.0621997701190533e-07,91.2,2088996.7795195004,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,3.350731780487785e-07,91.2,1744718.9573702393,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,3.6664503649722095e-07,91.2,1457179.9583660823,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,4.011917145110291e-07,91.2,1217028.9215314444,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,4.389935108081548e-07,91.2,1016456.0577025751,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,4.803571349088049e-07,91.2,848938.672665365,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,5.256181956608318e-07,91.2,709029.0470360027,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,5.751439242433617e-07,91.2,592177.2746698129,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,6.293361537421076e-07,91.2,494583.2982461143,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,6.886345794714897e-07,91.2,413073.33017869724,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,7.535203264966113e-07,91.2,344996.6400200017,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,8.245198533006114e-07,91.2,288139.3518521285,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,9.022092232702599e-07,91.2,240652.4483280522,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,9.872187786570593e-07,91.2,200991.64003119754,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.080238254936561e-06,91.2,167867.14468560618,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.1820223770619243e-06,91.2,140201.74302037776,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.2933969830175757e-06,91.2,117095.74725159178,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.4152657243572029e-06,91.2,97797.74294543373,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.5486173980916918e-06,91.2,81680.15277848682,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.6945339694151947e-06,91.2,68218.82752078841,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,1.8541993503627166e-06,91.2,56976.000533838574,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.028909005625913e-06,91.2,47586.05145834187,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.220080463465091e-06,91.2,39743.61612221435,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.429264816998964e-06,91.2,33193.65599923153,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.6581593091892923e-06,91.2,27723.16427390882,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,2.908621103630263e-06,91.2,23154.238791169246,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,3.1826823528735514e-06,91.2,19338.29662088926,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,3.482566686547826e-06,91.2,16151.242093094617,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,3.8107072530510203e-06,91.2,13489.431166753651,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,4.169766461198885e-06,91.2,11266.300892138988,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,4.56265758200615e-06,91.2,9409.55435578671,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,4.9925683858689426e-06,91.2,7858.809561555666,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,5.462987006931703e-06,91.2,6563.635788640393,0.0024178760984447903,0.13853409582644444,False,invisible
0.05512759518722376,5.977730244492257e-06,91.2,5481.913568267302,0.0024178760984447903,0.13853409582644444,False,invisible
