m_a_GeV,g_agg_GeV_inv,data_mode,seed,top_panel_scale,window_low_GeV,window_high_GeV,template_width_GeV,detector_correction_factor,expected_signal_events_total,expected_signal_events_window,expected_background_events_window,required_signal_events,delta_chi2,excluded_90cl,limit_method,output_png,output_pdf
0.8,8e-05,poisson-splusb,1258,1000000.0,0.0,2.66,0.05,1.5383823702408792,336722.65758577274,336722.6575857728,41207532.0,3946.646035057518,19726.84431132076,True,binned_delta_chi2_with_3_event_floor,results/fccee/prompt_resolved_invariant_mass_example.png,results/fccee/prompt_resolved_invariant_mass_example.pdf
