channel,m_a_GeV,bkg_events,bkg_selected_events,n_generated,sigma_pb,luminosity_ab_inv,source_root
resolved_prompt,0.6137728922038636,1205539.5,11,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,0.6453757987083427,1534323.0,14,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,0.6786059254961166,1424728.5,13,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,0.7135470574510224,1424728.5,13,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,0.7502872935051115,1095945.0,10,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,0.788919268767168,547972.5,5,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,0.8295403880885305,657567.0,6,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,0.8722530716551153,1205539.5,11,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,0.917165013224873,1095945.0,10,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,0.9643894516617822,767161.5,7,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.01404545645101,438378.0,4,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.0662582279151316,1095945.0,10,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.121159412888352,1972701.0,18,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.178887436644668,2191890.0,20,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.2395878519168562,2520673.5,23,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.3034137058863158,2739862.5,25,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.3705259260690543,2191890.0,20,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.441093726070782,1972701.0,18,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.515295032234169,2849457.0,26,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.5933169322539769,3507024.0,32,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.6753561468912066,3397429.5,31,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.7616195259756016,2959051.5,27,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.852324569947109,3945402.0,36,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,1.9476999782513005,4822158.0,44,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,2.047986225971422,4493374.5,41,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,2.1534361701510005,4712563.5,43,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,2.2643156873357406,6356481.0,58,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
