m_a_GeV,g_agg_GeV_inv,channel,base_channel,n_target,bkg_events,limit_method,efficiency_model,efficiency_correction_channel,detector_correction_factor,sqrt_s_GeV,luminosity_ab_inv
0.014211332607458943,5.537464019851631e-07,invisible_lower,invisible,10.708081503873931,42.31107361387712,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0005348415390938,91.2,150.0
0.014211332607458943,0.026263650919522766,invisible_upper,invisible,10.708081503873931,42.31107361387712,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,34104664.24810388,91.2,150.0
0.014943068109958794,5.540278774976135e-07,invisible_lower,invisible,10.70808153308256,42.311073844702484,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.999517213340631,91.2,150.0
0.014943068109958794,0.023566813020602474,invisible_upper,invisible,10.70808153308256,42.311073844702484,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,22972997.308466654,91.2,150.0
0.015712480363851946,5.534367222730895e-07,invisible_lower,invisible,10.7080815653765,42.31107409990997,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0016542420217587,91.2,150.0
0.015712480363851946,0.02119545818138992,invisible_upper,invisible,10.7080815653765,42.31107409990997,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,18493747.58916413,91.2,150.0
0.016521509329124887,5.542534028347435e-07,invisible_lower,invisible,10.708081601081659,42.31107438207511,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9987031162257405,91.2,150.0
0.016521509329124887,0.01907820682307022,invisible_upper,invisible,10.708081601081659,42.31107438207511,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,15872118.334953489,91.2,150.0
0.01737219485348296,5.536617873560372e-07,invisible_lower,invisible,10.708081640558357,42.31107469404537,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0008401466418007,91.2,150.0
0.01737219485348296,0.017208351762292268,invisible_upper,invisible,10.708081640558357,42.31107469404537,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,15900506.906354185,91.2,150.0
0.01826668181552667,5.536617922931183e-07,invisible_lower,invisible,10.708081684204982,42.31107503896908,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.000840153002212,91.2,150.0
0.01826668181552667,0.015406331552474777,invisible_upper,invisible,10.708081684204982,42.31107503896908,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,9345879.734867524,91.2,150.0
0.019207225532748076,5.539713594206944e-07,invisible_lower,invisible,10.708081732462002,42.31107542032709,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9997207665964841,91.2,150.0
0.019207225532748076,0.013893547588760626,invisible_upper,invisible,10.708081732462002,42.31107542032709,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,9278200.448089527,91.2,150.0
0.02019619744798259,5.539431040254594e-07,invisible_lower,invisible,10.70808178581642,42.311075841968034,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.999822539198556,91.2,150.0
0.02019619744798259,0.012480206618900048,invisible_upper,invisible,10.70808178581642,42.311075841968034,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,7008988.035379525,91.2,150.0
0.02123609110865373,5.536618109928974e-07,invisible_lower,invisible,10.708081844806667,42.31107630814692,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0008401819000141,91.2,150.0
0.02123609110865373,0.01123035208188038,invisible_upper,invisible,10.708081844806667,42.31107630814692,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,6015109.699582149,91.2,150.0
0.02232952845388675,5.538028970426355e-07,invisible_lower,invisible,10.708081910028051,42.311076823568264,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0003313805478435,91.2,150.0
0.02232952845388675,0.010118473913059273,invisible_upper,invisible,10.708081910028051,42.311076823568264,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,5649146.785407361,91.2,150.0
0.023479266425342975,5.538029058724422e-07,invisible_lower,invisible,10.708081982138772,42.311077393433585,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0003313979004047,91.2,150.0
0.023479266425342975,0.009062997909956322,invisible_upper,invisible,10.708081982138772,42.311077393433585,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,3570807.945742402,91.2,150.0
0.024688203918443282,5.536900417690748e-07,invisible_lower,invisible,10.708082061866541,42.31107802349373,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0007384715719034,91.2,150.0
0.024688203918443282,0.008151280397633954,invisible_upper,invisible,10.708082061866541,42.31107802349373,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,3004257.2032361436,91.2,150.0
0.025959389091507152,5.538876429411958e-07,invisible_lower,invisible,10.708082150015947,42.31107872010707,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0000261556900039,91.2,150.0
0.025959389091507152,0.007312634340362916,invisible_upper,invisible,10.708082150015947,42.31107872010707,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,2149666.9434739063,91.2,150.0
0.027296027051236068,5.543108334417376e-07,invisible_lower,invisible,10.708082247476563,42.31107949030359,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9984997405668548,91.2,150.0
0.027296027051236068,0.0065686673437738725,invisible_upper,invisible,10.708082247476563,42.31107949030359,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,1684574.984550284,91.2,150.0
0.02870148793391941,5.538876701363752e-07,invisible_lower,invisible,10.708082355231925,42.31108034185583,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0000262261133483,91.2,150.0
0.02870148793391941,0.005916566984701822,invisible_upper,invisible,10.708082355231925,42.31108034185583,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,1580535.1426329284,91.2,150.0
0.030179315402737984,5.537747435347876e-07,invisible_lower,invisible,10.708082474369457,42.31108128335731,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0004333259824347,91.2,150.0
0.030179315402737984,0.0053145413325769615,invisible_upper,invisible,10.708082474369457,42.31108128335731,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,1249673.393826094,91.2,150.0
0.03173323558259032,5.539714728827256e-07,invisible_lower,invisible,10.70808260609145,42.31108232430932,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9997210419413312,91.2,150.0
0.03173323558259032,0.004772350125047872,invisible_upper,invisible,10.70808260609145,42.31108232430932,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,976007.7912526147,91.2,150.0
0.03336716645496926,5.536337731992625e-07,invisible_lower,invisible,10.708082751727193,42.31108347521676,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0009422703878383,91.2,150.0
0.03336716645496926,0.0042823045091894205,invisible_upper,invisible,10.708082751727193,42.31108347521676,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,733538.2860376836,91.2,150.0
0.035085227736576866,5.53831267928725e-07,invisible_lower,invisible,10.708082912746367,42.31108474769399,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.000230014902386,91.2,150.0
0.035085227736576866,0.0038510199493557032,invisible_upper,invisible,10.708082912746367,42.31108474769399,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,633834.5533364136,91.2,150.0
0.036891751266584956,5.53971546592477e-07,invisible_lower,invisible,10.708083090773915,42.31108615458238,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9997213048462803,91.2,150.0
0.036891751266584956,0.003458676420636551,invisible_upper,invisible,10.708083090773915,42.31108615458238,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,509150.3648534246,91.2,150.0
0.03879129192873127,5.533245401168538e-07,invisible_lower,invisible,10.708083287606398,42.3110877100795,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0020619870885876,91.2,150.0
0.03879129192873127,0.0031062875842818504,invisible_upper,invisible,10.708083287606398,42.3110877100795,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,411346.2797126296,91.2,150.0
0.040788639135789846,5.541128930807737e-07,invisible_lower,invisible,10.708083505230153,42.31108942988269,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9992127760497195,91.2,150.0
0.040788639135789846,0.0027928278695012517,invisible_upper,invisible,10.708083505230153,42.31108942988269,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,355867.35554223147,91.2,150.0
0.04288882890537182,5.539433967417953e-07,invisible_lower,invisible,10.708083745841321,42.31109133134727,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9998235482982188,91.2,150.0
0.04288882890537182,0.002500348613710427,invisible_upper,invisible,10.708083745841321,42.31109133134727,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,242948.86340666344,91.2,150.0
0.04509715655750422,5.536621453297437e-07,invisible_lower,invisible,10.708084011868019,42.31109343366181,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0008414166982955,91.2,150.0
0.04509715655750422,0.0022397353060307043,invisible_upper,invisible,10.708084011868019,42.31109343366181,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,173098.81125090914,91.2,150.0
0.04741919006600149,5.540283058503648e-07,invisible_lower,invisible,10.708084305994825,42.31109575804158,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.999518783106245,91.2,150.0
0.04741919006600149,0.0020136478319544753,invisible_upper,invisible,10.708084305994825,42.31109575804158,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,152172.19964917738,91.2,150.0
0.049860784097293796,5.541131083707559e-07,invisible_lower,invisible,10.708084631189873,42.311098327942716,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.99921384582893,91.2,150.0
0.049860784097293796,0.0018055001900412224,invisible_upper,invisible,10.708084631189873,42.311098327942716,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,116147.24511054806,91.2,150.0
0.05242809477210838,5.540567293883632e-07,invisible_lower,invisible,10.708084990734816,42.311101169298986,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9994178034399758,91.2,150.0
0.05242809477210838,0.0016194255511556965,invisible_upper,invisible,10.708084990734816,42.311101169298986,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,91037.4406491184,91.2,150.0
0.05512759518722376,5.541132763626033e-07,invisible_lower,invisible,10.708085388257913,42.31110431078326,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9992148035203129,91.2,150.0
0.05512759518722376,0.0014564428709988233,invisible_upper,invisible,10.708085388257913,42.31110431078326,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,82705.71109796621,91.2,150.0
0.05796609173643262,5.538036223262253e-07,invisible_lower,invisible,10.70808582777066,42.311107784097,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0003348455512853,91.2,150.0
0.05796609173643262,0.0013085303238518989,invisible_upper,invisible,10.70808582777066,42.311107784097,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,71547.74879617077,91.2,150.0
0.06095074127186382,5.540853370653296e-07,invisible_lower,invisible,10.708086313708245,42.31111162428998,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9993179981550522,91.2,150.0
0.06095074127186382,0.0011716594216662044,invisible_upper,invisible,10.708086313708245,42.31111162428998,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,52395.56929603169,91.2,150.0
0.06408906914893406,5.536910189082188e-07,invisible_lower,invisible,10.708086850974308,42.31111587011397,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0007436514747867,91.2,150.0
0.06408906914893406,0.001051492584233591,invisible_upper,invisible,10.708086850974308,42.31111587011397,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,43391.6341626127,91.2,150.0
0.06738898820042605,5.537476183903695e-07,invisible_lower,invisible,10.70808744499041,42.31112056441374,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.000541302012537,91.2,150.0
0.06738898820042605,0.0009393668235692843,invisible_upper,invisible,10.70808744499041,42.31112056441374,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,28997.766547979154,91.2,150.0
0.0708588186875342,5.540010266327461e-07,invisible_lower,invisible,10.708088101750734,42.31112575455928,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9996268666386885,91.2,150.0
0.0708588186875342,0.0008455834139008129,invisible_upper,invisible,10.708088101750734,42.31112575455928,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,28194.731406289902,91.2,150.0
0.07450730927818115,5.53776288358948e-07,invisible_lower,invisible,10.708088827882547,42.31113149292362,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0004427377659757,91.2,150.0
0.07450730927818115,0.0007589278701188953,invisible_upper,invisible,10.708088827882547,42.31113149292362,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,23914.984996264782,91.2,150.0
0.07834365910549897,5.536355603846186e-07,invisible_lower,invisible,10.708089630713074,42.31113783741139,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0009537105996527,91.2,150.0
0.07834365910549897,0.0006789581352893315,invisible_upper,invisible,10.708089630713074,42.31113783741139,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,17580.06812143556,91.2,150.0
0.08237754096209213,5.535514902855442e-07,invisible_lower,invisible,10.708090518343385,42.31114485204262,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0012616354731314,91.2,150.0
0.08237754096209213,0.0006077321916308644,invisible_upper,invisible,10.708090518343385,42.31114485204262,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,13382.96670636326,91.2,150.0
0.08661912568856324,5.540023162536302e-07,invisible_lower,invisible,10.708091499730147,42.3111526075989,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9996366144537253,91.2,150.0
0.08661912568856324,0.0005444550954784452,invisible_upper,invisible,10.708091499730147,42.3111526075989,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,10697.53129881318,91.2,150.0
0.09107910781779381,5.54059361883615e-07,invisible_lower,invisible,10.708092584775939,42.31116118233706,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9994370104932634,91.2,150.0
0.09107910781779381,0.0004879142079726139,invisible_upper,invisible,10.708092584775939,42.31116118233706,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,8736.698867810803,91.2,150.0
0.09576873253963807,5.544837364095062e-07,invisible_lower,invisible,10.708093784429147,42.31117066277865,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9979153226418109,91.2,150.0
0.09576873253963807,0.0004362429316835558,invisible_upper,invisible,10.708093784429147,42.31117066277865,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,6524.801481225181,91.2,150.0
0.10069982405401759,5.541170945201342e-07,invisible_lower,invisible,10.708095110794384,42.311181144582505,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9992441432687513,91.2,150.0
0.10069982405401759,0.000391607171353139,invisible_upper,invisible,10.708095110794384,42.311181144582505,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,5818.746357535687,91.2,150.0
0.10588481538390442,5.540615032173191e-07,invisible_lower,invisible,10.708096577254564,42.31119273350956,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9994548475952102,91.2,150.0
0.10588481538390442,0.0003496512363532959,invisible_upper,invisible,10.708096577254564,42.31119273350956,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,4188.755082065606,91.2,150.0
0.11133677972336259,5.541752515567335e-07,invisible_lower,invisible,10.708098198605855,42.31120554648928,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9990565424246429,91.2,150.0
0.11133677972336259,0.0003123091925605834,invisible_upper,invisible,10.708098198605855,42.31120554648928,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,3104.553630780403,91.2,150.0
0.11706946339968652,5.541483202060392e-07,invisible_lower,invisible,10.70809999120689,42.31121971279889,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.999169024269456,91.2,150.0
0.11706946339968652,0.0002793871236803721,invisible_upper,invisible,10.70809999120689,42.31121971279889,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,2474.0026283428006,91.2,150.0
0.12309732053274633,5.540369439275163e-07,invisible_lower,invisible,10.708101973143693,42.311235375366735,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9995892032908288,91.2,150.0
0.12309732053274633,0.00024981033959788296,invisible_upper,invisible,10.708101973143693,42.311235375366735,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,1953.701956974317,91.2,150.0
0.12943554947892819,5.538136679345323e-07,invisible_lower,invisible,10.708104164412017,42.31125269221327,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0004193974309439,91.2,150.0
0.12943554947892819,0.00022284953113604216,invisible_upper,invisible,10.708104164412017,42.31125269221327,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,1432.645278698743,91.2,150.0
0.13610013115155728,5.540126032469305e-07,invisible_lower,invisible,10.708106587118927,42.311271838044185,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9997265763007812,91.2,150.0
0.13610013115155728,0.00019953392300331424,invisible_upper,invisible,10.708106587118927,42.311271838044185,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,1215.8983102335235,91.2,150.0
0.14310786931442387,5.542689744856402e-07,invisible_lower,invisible,10.708109265705614,42.311293006011226,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9988345284849015,91.2,150.0
0.14310786931442387,0.00017779769991745317,invisible_upper,invisible,10.708109265705614,42.311293006011226,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,879.0791801697912,91.2,150.0
0.15047643295000518,5.537650889039508e-07,invisible_lower,invisible,10.708112227193725,42.31131640965895,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0006958001342536,91.2,150.0
0.15047643295000518,0.00015735340455923133,invisible_upper,invisible,10.708112227193725,42.31131640965895,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,514.7847975847457,91.2,150.0
0.15822440080920963,5.541914226541373e-07,invisible_lower,invisible,10.708115501457653,42.31134228507664,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9992048673989008,91.2,150.0
0.15822440080920963,0.00014194455142358488,invisible_upper,invisible,10.708115501457653,42.31134228507664,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,576.7542463922834,91.2,150.0
0.16637130825496863,5.535761731657794e-07,invisible_lower,invisible,10.708119121525527,42.31137089327699,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0014879122850389,91.2,150.0
0.16637130825496863,0.00012687626922798032,invisible_upper,invisible,10.708119121525527,42.31137089327699,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,480.383820054906,91.2,150.0
0.1749376965177844,5.540607139486588e-07,invisible_lower,invisible,10.70812312391191,42.31140252282545,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9998110009017943,91.2,150.0
0.1749376965177844,0.00011263595899263415,invisible_upper,invisible,10.70812312391191,42.31140252282545,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,326.7469315707697,91.2,150.0
0.18394516448742576,5.545762431699539e-07,invisible_lower,invisible,10.70812754898556,42.31143749274668,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9980439904282967,91.2,150.0
0.18394516448742576,0.00010078541360794046,invisible_upper,invisible,10.70812754898556,42.31143749274668,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,287.78962326086935,91.2,150.0
0.19341642317135654,5.540192402027361e-07,invisible_lower,invisible,10.708132441375914,42.31147615573701,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0001599441638347,91.2,150.0
0.19341642317135654,8.91286218717792e-05,invisible_upper,invisible,10.708132441375914,42.31147615573701,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,181.4591569989856,91.2,150.0
0.2033753529572046,5.540010144748331e-07,invisible_lower,invisible,10.70813785042238,42.31151890171529,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.000359533481645,91.2,150.0
0.2033753529572046,7.975634610961387e-05,invisible_upper,invisible,10.70813785042238,42.31151890171529,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,163.74679557460664,91.2,150.0
0.2138470638236518,5.540415363745459e-07,invisible_lower,invisible,10.708143830670886,42.31156616174722,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0003772732082394,91.2,150.0
0.2138470638236518,7.088242220742073e-05,invisible_upper,invisible,10.708143830670886,42.31156616174722,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,123.45900532433647,91.2,150.0
0.22485795865155753,5.543676266731996e-07,invisible_lower,invisible,10.708150442422692,42.31161841238277,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9994031888297354,91.2,150.0
0.22485795865155753,6.309257099253148e-05,invisible_upper,invisible,10.708150442422692,42.31161841238277,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,98.63065934028329,91.2,150.0
0.2364357997949439,5.535106795537993e-07,invisible_lower,invisible,10.708157752340934,42.31167618044991,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.002739558105788,91.2,150.0
0.2364357997949439,5.5899093776671346e-05,invisible_upper,invisible,10.708157752340934,42.31167618044991,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,71.15471402369444,91.2,150.0
0.24860977907969461,5.540682421879036e-07,invisible_lower,invisible,10.70816583412087,42.311740048351844,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0010229025656106,91.2,150.0
0.24860977907969461,4.9188099113190234e-05,invisible_upper,invisible,10.70816583412087,42.311740048351844,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,44.65866834303987,91.2,150.0
0.2614105914064554,5.542077998012437e-07,invisible_lower,invisible,10.708174769230583,42.3118106599212,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.000882843608948,91.2,150.0
0.2614105914064554,4.3798752721792926e-05,invisible_upper,invisible,10.708174769230583,42.3118106599212,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,38.018082684594795,91.2,150.0
0.27487051214331765,5.543542575621284e-07,invisible_lower,invisible,10.708184647729448,42.3118887268888,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,1.0008023374324202,91.2,150.0
0.27487051214331765,3.888849952088968e-05,invisible_upper,invisible,10.708184647729448,42.3118887268888,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,30.76735158407275,91.2,150.0
0.2890234785034193,5.547622174984833e-07,invisible_lower,invisible,10.708195569172451,42.311975036031185,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9998768508706593,91.2,150.0
0.2890234785034193,3.462187973321942e-05,invisible_upper,invisible,10.708195569172451,42.311975036031185,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,26.786199111609413,91.2,150.0
0.30390517511264165,5.552943481131847e-07,invisible_lower,invisible,10.708207643609368,42.31207045706793,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9986316221276108,91.2,150.0
0.30390517511264165,3.062461959365884e-05,invisible_upper,invisible,10.708207643609368,42.31207045706793,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,20.69393990536117,91.2,150.0
0.3195531239831534,5.556107945349858e-07,invisible_lower,invisible,10.708220992688595,42.312175951386244,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9983109347556693,91.2,150.0
0.3195531239831534,2.707655491179058e-05,invisible_upper,invisible,10.708220992688595,42.312175951386244,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,16.200234606711962,91.2,150.0
0.33600677911965227,5.55855376059066e-07,invisible_lower,invisible,10.708235750876543,42.312292581679166,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_lower,0.9984299410308127,91.2,150.0
0.33600677911965227,2.3868590284916174e-05,invisible_upper,invisible,10.708235750876543,42.312292581679166,binned_delta_chi2_with_3_event_floor,delphes_corrected,invisible_upper,12.282864923736827,91.2,150.0
