m_a_GeV,published_g_agg_GeV_inv,closure_g_agg_GeV_inv,three_event_prompt_g_agg_GeV_inv,effective_signal_events,prompt_probability_at_closure,invisible_probability_at_closure,sigma_pb_at_closure,recoil_energy_GeV,delta_theta_min_deg,resolved_pass,recoil_energy_pass,log10_ratio_closure_to_published
0.5927308799909831,0.0012919135221544846,0.0012920141664765922,0.00017712159710094538,159.62935802787143,1.0,0.0,0.391557762748752,5.273396507745989,12.799515871171108,True,True,3.3831653989874945e-05
0.6004995245840319,0.0012905136720841406,0.0012906497518445075,0.00017714367077156912,159.25269134594149,1.0,0.0,0.39063383017707487,5.272958427267219,12.966202690046215,True,True,4.579228772031541e-05
0.6083699891443718,0.0012871258567387735,0.0012871306567225854,0.00017716633158412347,158.3449217844989,1.0,0.0,0.3884071456689055,5.272508788105315,13.135031738639032,True,True,1.6195794566755504e-06
0.6163436081783785,0.001162805806936557,0.0011627791597477314,0.00017718959529402538,129.19309527925412,1.0,0.0,0.31690009892270204,5.272047285286279,13.306029415294292,True,True,-9.95252999260261e-06
0.6244217336831742,0.001136036757774939,0.0011360609985882394,0.00017721347708470487,123.29091052711401,1.0,0.0,0.30242252233181655,5.271573605789419,13.479222398301006,True,True,9.266900091894185e-06
0.6326057353758713,0.0011792681094008625,0.0011792438893355526,0.0001772379955799967,132.80513330368788,1.0,0.0,0.3257601328495067,5.271087428335045,13.654637646986169,True,True,-8.9197262693085e-06
0.6408970009258189,0.00117700344209463,0.0011770332521718607,0.0001772631668567989,132.27010852489127,1.0,0.0,0.32444776081468474,5.270588423166555,13.832302402723808,True,True,1.0999278030520465e-05
0.6492969361898958,0.0010523298925314039,0.0010523248212564085,0.0001772890084580466,105.695685475607,1.0,0.0,0.25926287399987613,5.270076251826769,14.012244189854783,True,True,-2.0929102834061655e-06
0.6578069654508847,0.0010310639285210411,0.0010310856622428371,0.00017731553840603166,101.44184955948671,1.0,0.0,0.24882856232334447,5.26955056692837,14.194490816512127,True,True,9.154365415407401e-06
0.6664285316589715,0.0011141980637356642,0.001114170808583658,0.0001773427752160936,118.4125692408561,1.0,0.0,0.29045635004452575,5.269011011918283,14.379070375346872,True,True,-1.0623700830968301e-05
0.6751630966764121,0.0012508357365219244,0.0012508261456633018,0.00017737073791069996,149.19394898215933,1.0,0.0,0.365960557636929,5.268457220835837,14.566011244148916,True,True,-3.3299919595238213e-06
0.6840121415254017,0.0014264914929815822,0.0014265024362474278,0.00017739944603393465,193.9821508659061,1.0,0.0,0.4758223548086269,5.267888818064548,14.75534208635729,True,True,3.331657962625993e-06
0.6929771666391968,0.0014715011787346144,0.0014713892471590474,0.00017742891966641104,206.31347475238832,1.0,0.0,0.5060700835743678,5.26730541807735,14.947091851454,True,True,-3.303640884160142e-05
0.7020596921165261,0.0014935574610416866,0.0014934671131790788,0.0001774591794406258,212.478818820241,1.0,0.0,0.5211931685152117,5.2667066251751065,15.141289775235348,True,True,-2.6272015659254535e-05
0.7112612579793365,0.0013734266377354188,0.0013734125904302527,0.00017749024658423313,179.62811702031664,1.0,0.0,0.4406130833087222,5.266092033218226,15.337965379954499,True,True,-4.441954270010381e-06
0.7205834244339178,0.0014104343773351962,0.0014104667064851377,0.00017752214285838617,189.3833827737247,1.0,0.0,0.4645419525381374,5.265461225351186,15.537148474328625,True,True,9.954529427076874e-06
0.7300277721354486,0.0014557280615588501,0.0014556845062081436,0.00017755489063201363,201.64641023068273,1.0,0.0,0.49462215648832547,5.2648137737197995,15.7388691534039,True,True,-1.2994275479920283e-05
0.7395959024560113,0.0014784103411022457,0.0014783906976637087,0.00017758851291308338,207.90740417302231,1.0,0.0,0.509979862099077,5.264149239181015,15.943157798271281,True,True,-5.770450463550694e-06
0.749289437756118,0.0013722232392129998,0.0013722221550789887,0.00017762303334341266,179.04885313653722,1.0,0.0,0.4391921963667709,5.263467171005062,16.15004507562567,True,True,-3.431173523111683e-07
0.7591100216597966,0.001197251604881642,0.001197252142892093,0.00017765847621789457,136.2450193832095,1.0,0.0,0.3341978921322218,5.262767106569738,16.359561937160912,True,True,1.9515941053940184e-07
0.7690593193332808,0.0010378210474136268,0.0010378151098071131,0.00017769486650392937,102.33200196348642,1.0,0.0,0.25101203338465466,5.262048571046628,16.57173961879266,True,True,-2.4847030493498475e-06
0.7791390177673548,0.0009622664301377362,0.0009622538081297495,0.00017773222986123787,87.93629271026879,1.0,0.0,0.21570053569154524,5.261311077079042,16.786609639700977,True,True,-5.696659676803354e-06
